timestamp,object_name,usd_path,prim_path,spawn_x,spawn_y,spawn_z,bbox_center_x,bbox_center_y,bbox_center_z,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,dim_x,dim_y,dim_z,top_z,yaw_deg,yaw_rad,object_mass,gt_pcd_path
1778060434.645381,SM_Mug_A2.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/SM_Mug_A2.usd,/World/TargetObject,0.5,0.0,0.08,0.5412445152710603,-0.013901597350397879,0.04548439854438496,0.4696562700412584,-0.09198330659166795,-1.7192053491008327e-07,0.6128327605008622,0.0641801118908722,0.09096896900930483,0.14317649045960384,0.15616341848254015,0.09096914092983974,0.09096896900930483,330.29715380616057,5.764772843883622,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778060434_SM_Mug_A2.ply
1778060447.8676429,SM_Mug_A2.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/SM_Mug_A2.usd,/World/TargetObject,0.5,0.0,0.08,0.49788568743994843,0.043472840306918135,0.04548438493505252,0.42833143510012256,-0.011369291327941991,-1.46491639929174e-07,0.5674399397797742,0.09831497194177827,0.09096891636174496,0.1391085046796517,0.10968426326972026,0.0909690628533849,0.09096891636174496,81.70809229115667,1.4260752360040811,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778060447_SM_Mug_A2.ply
1778061118.295101,nvidia_cube.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/nvidia_cube.usd,/World/TargetObject,0.5,0.0,0.08,0.49999999999999994,5.405594187546381e-09,0.03249993175268174,0.4641790938627428,-0.035820891243902364,-9.215235468457145e-08,0.5358209061372571,0.03582090205509074,0.06499995565771816,0.07164181227451427,0.0716417932989931,0.06500004781007283,0.06499995565771816,173.7979862403661,3.0333470932301894,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061118_nvidia_cube.ply
1778061130.1353557,nvidia_cube.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/nvidia_cube.usd,/World/TargetObject,0.5,0.0,0.08,0.4999999701976776,5.090265070561983e-09,0.03249991312623023,0.45572858769189567,-0.04427139539890414,-1.1778978967896822e-07,0.5442713527034595,0.04427140557943428,0.06499994404225015,0.08854276501156383,0.08854280097833842,0.06500006183203984,0.06499994404225015,299.41183400014353,5.225722322737209,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061130_nvidia_cube.ply
1778061133.9549413,SM_Mug_C1.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/SM_Mug_C1.usd,/World/TargetObject,0.5,0.0,0.08,0.5099471724066976,-0.016644165136566833,0.05358408042032816,0.4390187463475043,-0.09426887758513816,-2.3219123620309335e-07,0.5808755984658909,0.060980547312004495,0.10716839303189252,0.14185685211838656,0.15524942489714266,0.10716862522312871,0.10716839303189252,210.866941910676,3.6803224199529185,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061133_SM_Mug_C1.ply
1778061160.5401645,mac_and_cheese.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/mac_and_cheese.usd,/World/TargetObject,0.5,0.0,0.08,0.5015064482832872,-0.0022985038814563805,0.0916108726703011,0.4687427602348682,-0.055265775671818465,-0.002341016828394929,0.5342701363317062,0.050668767908905704,0.18556276216899714,0.06552737609683795,0.10593454358072417,0.18790377899739208,0.18556276216899714,255.36100368958026,4.456890295580563,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061160_mac_and_cheese.ply
1778061164.527325,SM_Mug_C1.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/SM_Mug_C1.usd,/World/TargetObject,0.5,0.0,0.08,0.5193641253257241,-0.001002974858432898,0.053584076477281556,0.45329491199499966,-0.048708422650358595,-2.7313758389017937e-07,0.5854333386564484,0.0467024729334928,0.107168426092147,0.13213842666144876,0.0954108955838514,0.10716869922973088,0.107168426092147,267.0378135652827,4.6606890740409606,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061164_SM_Mug_C1.ply
1778061189.3643425,mac_and_cheese.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/mac_and_cheese.usd,/World/TargetObject,0.5,0.0,0.08,0.5004289679597467,-0.0027268823387623375,0.09161149342264158,0.45445219220600397,-0.05463919513768928,-0.002332616471988101,0.5464057437134895,0.0491854304601646,0.18555560331727125,0.09195355150748552,0.10382462559785388,0.18788821978925935,0.18555560331727125,230.54292636053222,4.023733132174115,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061189_mac_and_cheese.ply
1778061192.9088478,mac_and_cheese.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/mac_and_cheese.usd,/World/TargetObject,0.5,0.0,0.08,0.4989085111196834,0.0025259519141428294,0.0916111733059722,0.4600341262121664,-0.051220876797648716,-0.002335859593289586,0.5377828960272004,0.056272780625934375,0.18555820620523397,0.07774876981503404,0.10749365742358309,0.18789406579852355,0.18555820620523397,65.04109452236129,1.135181248516053,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061192_mac_and_cheese.ply
1778061663.9027026,mac_and_cheese.usd,/home/dk/robot_description/src/isaac/Collected_test1/Obj_asset/mac_and_cheese.usd,/World/TargetObject,0.5,0.0,0.08,0.49734930348811757,0.000794439997767335,0.09161137429715507,0.4564558008454412,-0.051686330544593616,-0.002332045336311183,0.538242806130794,0.053275210540128286,0.18555479393062133,0.08178700528535282,0.1049615410847219,0.1878868392669325,0.18555479393062133,115.08796455889168,2.0086639109712032,0.1,/home/dk/robot_description/sfm_dataset/ground_truth_pcd/gt_1778061663_mac_and_cheese.ply
